Name,Fill_rate,Normal_capacity,Reserve,Date
Bin El Ouidane,25.2,1215.5,306.6,1/3/2018
Al Hanssali,61.3,668.2,409.8,1/3/2019
Al Hanssali,59.8,668.2,399.4,1/3/2018
Al Massira,26.9,2657.0,714.3,1/3/2019
Al Massira,19.0,2657.0,504.1,1/3/2018
Oued El Makhazine,96.3,672.9,647.9,2/3/2019
Oued El Makhazine,63.9,672.9,429.8,2/3/2018
Hassan II,71.6,392.31,281.01,2/3/2019
Hassan II,20.3,392.31,79.7,2/3/2018
Oued ZA,99.8,94.9,94.7,2/3/2019
Oued ZA,26.9,94.9,25.5,2/3/2018
Mohamed V,58.5,239.5,140.2,2/3/2019
Mohamed V,12.2,239.5,29.2,2/3/2018
Idriss 1er,89.5,1129.6,1010.5,2/3/2019
Idriss 1er,48.6,1129.6,549.4,2/3/2018
Al Wahda,66.7,3522.3,2349.9,2/3/2019
Al Wahda,51.5,3522.3,1813.8,2/3/2018
El Kensera,97.7,216.4,211.4,2/3/2019
El Kensera,65.3,216.4,141.3,2/3/2018
Bin El Ouidane,70.2,1215.5,853.0,2/3/2019
Bin El Ouidane,25.6,1215.5,311.4,2/3/2018
Al Hanssali,61.2,668.2,408.9,2/3/2019
Al Hanssali,60.9,668.2,407.2,2/3/2018
Al Massira,26.7,2657.0,710.3,2/3/2019
Al Massira,19.0,2657.0,504.6,2/3/2018
Oued El Makhazine,96.4,672.9,648.3,3/3/2019
Oued El Makhazine,70.5,672.9,474.7,3/3/2018
Hassan II,71.5,392.31,280.50,3/3/2019
Hassan II,20.7,392.31,81.4,3/3/2018
Oued ZA,99.8,94.9,94.7,3/3/2019
Oued ZA,27.0,94.9,25.6,3/3/2018
Mohamed V,58.0,239.5,139.0,3/3/2019
Mohamed V,15.8,239.5,37.8,3/3/2018
Idriss 1er,89.5,1129.6,1011.1,3/3/2019
Idriss 1er,49.2,1129.6,555.4,3/3/2018
Al Wahda,66.7,3522.3,2348.0,3/3/2019
Al Wahda,54.0,3522.3,1901.4,3/3/2018
El Kensera,97.6,216.4,211.2,3/3/2019
El Kensera,67.2,216.4,145.5,3/3/2018
Bin El Ouidane,70.1,1215.5,851.6,3/3/2019
Bin El Ouidane,26.0,1215.5,316.6,3/3/2018
Al Hanssali,61.0,668.2,407.4,3/3/2019
Al Hanssali,61.9,668.2,413.7,3/3/2018
Al Massira,26.6,2657.0,707.1,3/3/2019
Al Massira,19.0,2657.0,504.1,3/3/2018
Oued El Makhazine,96.4,672.9,648.7,4/3/2019
Oued El Makhazine,73.3,672.9,493.2,4/3/2018
Hassan II,71.3,392.31,279.59,4/3/2019
Hassan II,21.0,392.31,82.5,4/3/2018
Oued ZA,99.8,94.9,94.7,4/3/2019
Oued ZA,27.1,94.9,25.7,4/3/2018
Mohamed V,57.5,239.5,137.7,4/3/2019
Mohamed V,15.8,239.5,37.8,4/3/2018
Idriss 1er,89.7,1129.6,1012.7,4/3/2019
Idriss 1er,50.4,1129.6,569.5,4/3/2018
Al Wahda,66.6,3522.3,2346.1,4/3/2019
Al Wahda,56.3,3522.3,1983.4,4/3/2018
El Kensera,97.5,216.4,211.0,4/3/2019
El Kensera,67.2,216.4,145.5,4/3/2018
Bin El Ouidane,69.9,1215.5,850.1,4/3/2019
Bin El Ouidane,26.5,1215.5,321.5,4/3/2018
Al Hanssali,61.1,668.2,408.0,4/3/2019
Al Hanssali,62.6,668.2,418.0,4/3/2018
Al Massira,26.6,2657.0,706.3,4/3/2019
Al Massira,18.9,2657.0,503.2,4/3/2018
Oued El Makhazine,96.5,672.9,649.0,5/3/2019
Oued El Makhazine,76.5,672.9,514.8,5/3/2018
Hassan II,71.1,392.31,278.98,5/3/2019
Hassan II,21.7,392.31,85.1,5/3/2018
Oued ZA,99.7,94.9,94.6,5/3/2019
Oued ZA,27.2,94.9,25.8,5/3/2018
Mohamed V,56.9,239.5,136.2,5/3/2019
Mohamed V,16.2,239.5,38.7,5/3/2018
Idriss 1er,89.8,1129.6,1014.3,5/3/2019
Idriss 1er,51.5,1129.6,581.4,5/3/2018
Al Wahda,66.6,3522.3,2344.1,5/3/2019
Al Wahda,58.5,3522.3,2062.1,5/3/2018
El Kensera,97.4,216.4,210.9,5/3/2019
El Kensera,69.6,216.4,150.6,5/3/2018
Bin El Ouidane,69.8,1215.5,848.1,5/3/2019
Bin El Ouidane,26.9,1215.5,326.8,5/3/2018
Al Hanssali,60.9,668.2,407.2,5/3/2019
Al Hanssali,66.1,668.2,441.9,5/3/2018
Al Massira,26.4,2657.0,701.1,5/3/2019
Al Massira,18.9,2657.0,503.2,5/3/2018
Oued El Makhazine,96.5,672.9,649.4,6/3/2019
Oued El Makhazine,86.8,672.9,583.8,6/3/2018
Hassan II,71.0,392.31,278.58,6/3/2019
Hassan II,22.3,392.31,87.5,6/3/2018
Oued ZA,99.7,94.9,94.6,6/3/2019
Oued ZA,27.4,94.9,26.0,6/3/2018
Mohamed V,56.4,239.5,135.0,6/3/2019
Mohamed V,17.4,239.5,41.7,6/3/2018
Idriss 1er,89.9,1129.6,1015.3,6/3/2019
Idriss 1er,52.8,1129.6,596.7,6/3/2018
Al Wahda,66.5,3522.3,2342.2,6/3/2019
Al Wahda,63.8,3522.3,2245.5,6/3/2018
El Kensera,97.3,216.4,210.5,6/3/2019
El Kensera,72.3,216.4,156.5,6/3/2018
Bin El Ouidane,69.6,1215.5,846.0,6/3/2019
Bin El Ouidane,27.9,1215.5,339.1,6/3/2018
Al Hanssali,60.8,668.2,406.5,6/3/2019
Al Hanssali,67.9,668.2,453.8,6/3/2018
Al Massira,26.3,2657.0,697.7,6/3/2019
Al Massira,19.0,2657.0,504.6,6/3/2018
Oued El Makhazine,96.6,672.9,649.7,7/3/2019
Oued El Makhazine,90.6,672.9,609.9,7/3/2018
Hassan II,70.8,392.31,277.58,7/3/2019
Hassan II,24.3,392.31,95.4,7/3/2018
Oued ZA,99.7,94.9,94.6,7/3/2019
Oued ZA,27.4,94.9,26.0,7/3/2018
Mohamed V,55.6,239.5,133.2,7/3/2019
Mohamed V,19.4,239.5,46.5,7/3/2018
Idriss 1er,89.9,1129.6,1015.8,7/3/2019
Idriss 1er,54.5,1129.6,615.9,7/3/2018
Al Wahda,66.4,3522.3,2340.3,7/3/2019
Al Wahda,66.3,3522.3,2336.4,7/3/2018
El Kensera,97.1,216.4,210.1,7/3/2019
El Kensera,75.2,216.4,162.8,7/3/2018
Bin El Ouidane,69.4,1215.5,844.0,7/3/2019
Bin El Ouidane,29.8,1215.5,362.7,7/3/2018
Al Hanssali,60.9,668.2,406.7,7/3/2019
Al Hanssali,76.1,668.2,508.7,7/3/2018
Al Massira,26.2,2657.0,697.1,7/3/2019
Al Massira,19.1,2657.0,506.5,7/3/2018
Oued El Makhazine,96.6,672.9,650.1,8/3/2019
Oued El Makhazine,95.0,672.9,639.0,8/3/2018
Hassan II,70.6,392.31,276.97,8/3/2019
Hassan II,27.1,392.31,106.5,8/3/2018
Oued ZA,99.7,94.9,94.6,8/3/2019
Oued ZA,27.4,94.9,26.0,8/3/2018
Mohamed V,55.0,239.5,131.7,8/3/2019
Mohamed V,22.8,239.5,54.7,8/3/2018
Idriss 1er,89.9,1129.6,1015.8,8/3/2019
Idriss 1er,56.6,1129.6,639.6,8/3/2018
Al Wahda,66.4,3522.3,2338.4,8/3/2019
Al Wahda,69.2,3522.3,2436.4,8/3/2018
El Kensera,97.1,216.4,210.1,8/3/2019
El Kensera,82.7,216.4,178.9,8/3/2018
Bin El Ouidane,69.2,1215.5,841.7,8/3/2019
Bin El Ouidane,33.8,1215.5,410.6,8/3/2018
Al Hanssali,60.6,668.2,404.8,8/3/2019
Al Hanssali,83.4,668.2,557.5,8/3/2018
Al Massira,26.1,2657.0,692.5,8/3/2019
Al Massira,19.4,2657.0,514.2,8/3/2018
Oued El Makhazine,96.7,672.9,650.5,9/3/2019
Oued El Makhazine,99.4,672.9,668.8,9/3/2018
Hassan II,70.5,392.31,276.47,9/3/2019
Hassan II,29.2,392.31,114.5,9/3/2018
Oued ZA,99.7,94.9,94.6,9/3/2019
Oued ZA,27.6,94.9,26.2,9/3/2018
Mohamed V,54.1,239.5,129.7,9/3/2019
Mohamed V,28.3,239.5,67.8,9/3/2018
Idriss 1er,90.1,1129.6,1018.0,9/3/2019
Idriss 1er,59.4,1129.6,671.3,9/3/2018
Al Wahda,66.3,3522.3,2335.5,9/3/2019
Al Wahda,72.5,3522.3,2554.6,9/3/2018
El Kensera,97.0,216.4,209.9,9/3/2019
El Kensera,87.6,216.4,189.5,9/3/2018
Bin El Ouidane,69.1,1215.5,839.7,9/3/2019
Bin El Ouidane,37.5,1215.5,456.2,9/3/2018
Al Hanssali,60.4,668.2,403.5,9/3/2019
Al Hanssali,87.5,668.2,584.9,9/3/2018
Al Massira,26.0,2657.0,690.3,9/3/2019
Al Massira,19.9,2657.0,529.3,9/3/2018
Oued El Makhazine,96.7,672.9,650.8,10/3/2019
Oued El Makhazine,97.4,672.9,655.5,10/3/2018
Hassan II,70.4,392.31,276.07,10/3/2019
Hassan II,30.2,392.31,118.3,10/3/2018
Oued ZA,99.7,94.9,94.6,10/3/2019
Oued ZA,27.7,94.9,26.3,10/3/2018
Mohamed V,53.5,239.5,128.2,10/3/2019
Mohamed V,32.3,239.5,77.3,10/3/2018
Idriss 1er,90.1,1129.6,1018.0,10/3/2019
Idriss 1er,60.5,1129.6,683.9,10/3/2018
Al Wahda,66.3,3522.3,2333.5,10/3/2019
Al Wahda,74.0,3522.3,2607.3,10/3/2018
El Kensera,96.9,216.4,209.8,10/3/2019
El Kensera,89.9,216.4,194.5,10/3/2018
Bin El Ouidane,68.9,1215.5,837.1,10/3/2019
Bin El Ouidane,39.8,1215.5,483.7,10/3/2018
Al Hanssali,60.4,668.2,403.9,10/3/2019
Al Hanssali,88.8,668.2,593.5,10/3/2018
Al Massira,26.0,2657.0,692.0,10/3/2019
Al Massira,20.7,2657.0,549.0,10/3/2018
Oued El Makhazine,96.8,672.9,651.2,11/3/2019
Oued El Makhazine,97.8,672.9,658.4,11/3/2018
Hassan II,70.2,392.31,275.47,11/3/2019
Hassan II,30.8,392.31,120.7,11/3/2018
Oued ZA,99.7,94.9,94.6,11/3/2019
Oued ZA,27.7,94.9,26.3,11/3/2018
Mohamed V,52.5,239.5,125.7,11/3/2019
Mohamed V,34.3,239.5,82.3,11/3/2018
Idriss 1er,90.0,1129.6,1016.9,11/3/2019
Idriss 1er,61.6,1129.6,695.9,11/3/2018
Al Wahda,66.2,3522.3,2331.6,11/3/2019
Al Wahda,75.3,3522.3,2653.3,11/3/2018
El Kensera,96.8,216.4,209.6,11/3/2019
El Kensera,91.0,216.4,197.0,11/3/2018
Bin El Ouidane,68.7,1215.5,835.4,11/3/2019
Bin El Ouidane,41.4,1215.5,503.3,11/3/2018
Al Hanssali,60.4,668.2,403.3,11/3/2019
Al Hanssali,89.9,668.2,600.8,11/3/2018
Al Massira,26.0,2657.0,691.4,11/3/2019
Al Massira,21.0,2657.0,559.1,11/3/2018
Oued El Makhazine,96.7,672.9,650.5,12/3/2019
Oued El Makhazine,99.5,672.9,669.6,12/3/2018
Hassan II,70.1,392.31,274.97,12/3/2019
Hassan II,31.7,392.31,124.2,12/3/2018
Oued ZA,99.8,94.9,94.7,12/3/2019
Oued ZA,27.7,94.9,26.3,12/3/2018
Mohamed V,51.6,239.5,123.7,12/3/2019
Mohamed V,36.3,239.5,86.9,12/3/2018
Idriss 1er,90.2,1129.6,1019.0,12/3/2019
Idriss 1er,63.0,1129.6,711.6,12/3/2018
Al Wahda,66.0,3522.3,2325.9,12/3/2019
Al Wahda,76.9,3522.3,2708.0,12/3/2018
El Kensera,96.7,216.4,209.2,12/3/2019
El Kensera,92.3,216.4,199.7,12/3/2018
Bin El Ouidane,68.6,1215.5,833.3,12/3/2019
Bin El Ouidane,42.8,1215.5,520.0,12/3/2018
Al Hanssali,60.0,668.2,400.6,12/3/2019
Al Hanssali,90.7,668.2,606.1,12/3/2018
Al Massira,25.9,2657.0,686.9,12/3/2019
Al Massira,21.2,2657.0,563.1,12/3/2018
Oued El Makhazine,96.6,672.9,649.7,13/3/2019
Oued El Makhazine,100.0,672.9,672.9,13/3/2018
Hassan II,70.1,392.31,274.97,13/3/2019
Hassan II,32.3,392.31,126.6,13/3/2018
Oued ZA,99.8,94.9,94.7,13/3/2019
Oued ZA,27.7,94.9,26.3,13/3/2018
Mohamed V,51.1,239.5,122.3,13/3/2019
Mohamed V,38.0,239.5,91.1,13/3/2018
Idriss 1er,90.3,1129.6,1019.6,13/3/2019
Idriss 1er,63.8,1129.6,720.8,13/3/2018
Al Wahda,66.0,3522.3,2324.9,13/3/2019
Al Wahda,77.9,3522.3,2742.7,13/3/2018
El Kensera,96.4,216.4,208.6,13/3/2019
El Kensera,93.2,216.4,201.7,13/3/2018
Bin El Ouidane,68.4,1215.5,831.3,13/3/2019
Bin El Ouidane,43.8,1215.5,532.4,13/3/2018
Al Hanssali,59.9,668.2,400.0,13/3/2019
Al Hanssali,91.5,668.2,611.5,13/3/2018
Al Massira,25.8,2657.0,685.2,13/3/2019
Al Massira,21.5,2657.0,572.3,13/3/2018
Oued El Makhazine,96.6,672.9,650.1,14/3/2019
Oued El Makhazine,100.0,672.9,672.9,14/3/2018
Hassan II,70.1,392.31,274.97,14/3/2019
Hassan II,32.7,392.31,128.3,14/3/2018
Oued ZA,99.8,94.9,94.7,14/3/2019
Oued ZA,27.7,94.9,26.3,14/3/2018
Mohamed V,50.7,239.5,121.5,14/3/2019
Mohamed V,39.4,239.5,94.3,14/3/2018
Idriss 1er,90.2,1129.6,1018.5,14/3/2019
Idriss 1er,64.5,1129.6,728.9,14/3/2018
Al Wahda,66.0,3522.3,2323.0,14/3/2019
Al Wahda,78.6,3522.3,2768.2,14/3/2018
El Kensera,96.0,216.4,207.7,14/3/2019
El Kensera,93.9,216.4,203.2,14/3/2018
Bin El Ouidane,68.2,1215.5,829.0,14/3/2019
Bin El Ouidane,44.7,1215.5,543.7,14/3/2018
Al Hanssali,59.9,668.2,400.4,14/3/2019
Al Hanssali,92.0,668.2,614.7,14/3/2018
Al Massira,25.8,2657.0,684.6,14/3/2019
Al Massira,21.7,2657.0,576.9,14/3/2018
Oued El Makhazine,96.7,672.9,650.5,15/3/2019
Oued El Makhazine,99.8,672.9,671.8,15/3/2018
Hassan II,69.9,392.31,274.37,15/3/2019
Hassan II,33.0,392.31,129.4,15/3/2018
Oued ZA,99.8,94.9,94.7,15/3/2019
Oued ZA,27.8,94.9,26.4,15/3/2018
Mohamed V,49.6,239.5,118.7,15/3/2019
Mohamed V,40.0,239.5,95.8,15/3/2018
Idriss 1er,90.1,1129.6,1017.4,15/3/2019
Idriss 1er,65.4,1129.6,738.4,15/3/2018
Al Wahda,65.9,3522.3,2321.1,15/3/2019
Al Wahda,79.2,3522.3,2789.8,15/3/2018
El Kensera,95.7,216.4,207.2,15/3/2019
El Kensera,94.0,216.4,203.5,15/3/2018
Bin El Ouidane,68.0,1215.5,827.0,15/3/2019
Bin El Ouidane,45.6,1215.5,553.9,15/3/2018
Al Hanssali,59.8,668.2,399.9,15/3/2019
Al Hanssali,92.2,668.2,616.3,15/3/2018
Al Massira,25.7,2657.0,684.0,15/3/2019
Al Massira,21.8,2657.0,577.9,15/3/2018
Oued El Makhazine,96.7,672.9,650.5,16/3/2019
Oued El Makhazine,100.0,672.9,672.9,16/3/2018
Hassan II,70.1,392.31,274.97,16/3/2019
Hassan II,33.4,392.31,131.1,16/3/2018
Oued ZA,99.9,94.9,94.8,16/3/2019
Oued ZA,27.8,94.9,26.4,16/3/2018
Mohamed V,49.1,239.5,117.7,16/3/2019
Mohamed V,39.5,239.5,94.5,16/3/2018
Idriss 1er,90.0,1129.6,1016.9,16/3/2019
Idriss 1er,67.3,1129.6,760.4,16/3/2018
Al Wahda,65.8,3522.3,2318.2,16/3/2019
Al Wahda,80.0,3522.3,2817.0,16/3/2018
El Kensera,95.5,216.4,206.6,16/3/2019
El Kensera,94.8,216.4,205.2,16/3/2018
Bin El Ouidane,67.9,1215.5,825.0,16/3/2019
Bin El Ouidane,46.3,1215.5,563.2,16/3/2018
Al Hanssali,59.6,668.2,398.2,16/3/2019
Al Hanssali,92.9,668.2,620.6,16/3/2018
Al Massira,25.5,2657.0,677.9,16/3/2019
Al Massira,21.8,2657.0,579.5,16/3/2018
Oued El Makhazine,96.7,672.9,650.8,17/3/2019
Oued El Makhazine,100.0,672.9,672.9,17/3/2018
Hassan II,70.1,392.31,274.87,17/3/2019
Hassan II,33.9,392.31,132.9,17/3/2018
Oued ZA,99.9,94.9,94.8,17/3/2019
Oued ZA,27.8,94.9,26.4,17/3/2018
Mohamed V,48.7,239.5,116.6,17/3/2019
Mohamed V,40.1,239.5,96.1,17/3/2018
Idriss 1er,90.2,1129.6,1018.5,17/3/2019
Idriss 1er,66.3,1129.6,748.4,17/3/2018
Al Wahda,65.8,3522.3,2316.3,17/3/2019
Al Wahda,80.6,3522.3,2840.0,17/3/2018
El Kensera,95.2,216.4,206.1,17/3/2019
El Kensera,95.9,216.4,207.5,17/3/2018
Bin El Ouidane,67.7,1215.5,822.8,17/3/2019
Bin El Ouidane,47.1,1215.5,573.0,17/3/2018
Al Hanssali,59.4,668.2,396.8,17/3/2019
Al Hanssali,93.9,668.2,627.7,17/3/2018
Al Massira,25.5,2657.0,677.3,17/3/2019
Al Massira,21.8,2657.0,580.5,17/3/2018
Oued El Makhazine,96.8,672.9,651.2,18/3/2019
Oued El Makhazine,100.0,672.9,672.9,18/3/2018
Hassan II,70.0,392.31,274.77,18/3/2019
Hassan II,34.2,392.31,134.2,18/3/2018
Oued ZA,99.9,94.9,94.8,18/3/2019
Oued ZA,27.8,94.9,26.4,18/3/2018
Mohamed V,48.5,239.5,116.1,18/3/2019
Mohamed V,40.5,239.5,97.0,18/3/2018
Idriss 1er,90.2,1129.6,1018.5,18/3/2019
Idriss 1er,66.7,1129.6,753.9,18/3/2018
Al Wahda,65.7,3522.3,2313.4,18/3/2019
Al Wahda,81.9,3522.3,2884.2,18/3/2018
El Kensera,94.9,216.4,205.3,18/3/2019
El Kensera,97.6,216.4,211.2,18/3/2018
Bin El Ouidane,67.6,1215.5,821.3,18/3/2019
Bin El Ouidane,47.8,1215.5,581.0,18/3/2018
Al Hanssali,59.6,668.2,398.0,18/3/2019
Al Hanssali,94.5,668.2,631.3,18/3/2018
Al Massira,25.4,2657.0,674.5,18/3/2019
Al Massira,21.9,2657.0,581.5,18/3/2018
Oued El Makhazine,96.5,672.9,649.0,19/3/2019
Oued El Makhazine,100.0,672.9,672.9,19/3/2018
Hassan II,70.0,392.31,274.77,19/3/2019
Hassan II,34.8,392.31,136.5,19/3/2018
Oued ZA,99.8,94.9,94.7,19/3/2019
Oued ZA,27.8,94.9,26.4,19/3/2018
Mohamed V,47.9,239.5,114.7,19/3/2019
Mohamed V,41.3,239.5,99.0,19/3/2018
Idriss 1er,90.1,1129.6,1017.4,19/3/2019
Idriss 1er,69.3,1129.6,782.5,19/3/2018
Al Wahda,65.6,3522.3,2309.6,19/3/2019
Al Wahda,85.6,3522.3,3016.5,19/3/2018
El Kensera,94.6,216.4,204.8,19/3/2019
El Kensera,97.8,216.4,211.6,19/3/2018
Bin El Ouidane,67.4,1215.5,819.3,19/3/2019
Bin El Ouidane,48.4,1215.5,588.6,19/3/2018
Al Hanssali,59.5,668.2,397.5,19/3/2019
Al Hanssali,95.8,668.2,640.0,19/3/2018
Al Massira,25.3,2657.0,673.4,19/3/2019
Al Massira,22.0,2657.0,585.7,19/3/2018
Oued El Makhazine,96.3,672.9,647.9,20/3/2019
Oued El Makhazine,100.0,672.9,672.9,20/3/2018
Hassan II,70.0,392.31,274.77,20/3/2019
Hassan II,35.2,392.31,138.3,20/3/2018
Oued ZA,99.7,94.9,94.6,20/3/2019
Oued ZA,27.8,94.9,26.4,20/3/2018
Mohamed V,47.4,239.5,113.4,20/3/2019
Mohamed V,44.8,239.5,107.4,20/3/2018
Idriss 1er,90.0,1129.6,1016.4,20/3/2019
Idriss 1er,70.2,1129.6,792.4,20/3/2018
Al Wahda,65.5,3522.3,2306.7,20/3/2019
Al Wahda,87.3,3522.3,3073.5,20/3/2018
El Kensera,94.3,216.4,204.1,20/3/2019
El Kensera,98.0,216.4,212.2,20/3/2018
Bin El Ouidane,67.2,1215.5,817.1,20/3/2019
Bin El Ouidane,49.0,1215.5,595.8,20/3/2018
Al Hanssali,59.4,668.2,396.8,20/3/2019
Al Hanssali,96.1,668.2,642.1,20/3/2018
Al Massira,25.3,2657.0,671.7,20/3/2019
Al Massira,22.2,2657.0,589.3,20/3/2018
Oued El Makhazine,96.2,672.9,647.6,21/3/2019
Oued El Makhazine,100.0,672.9,672.9,21/3/2018
Hassan II,70.0,392.31,274.77,21/3/2019
Hassan II,35.6,392.31,139.7,21/3/2018
Oued ZA,99.7,94.9,94.6,21/3/2019
Oued ZA,27.8,94.9,26.4,21/3/2018
Mohamed V,46.2,239.5,110.6,21/3/2019
Mohamed V,46.3,239.5,110.9,21/3/2018
Idriss 1er,89.9,1129.6,1015.8,21/3/2019
Idriss 1er,71.5,1129.6,807.7,21/3/2018
Al Wahda,65.4,3522.3,2303.9,21/3/2019
Al Wahda,88.4,3522.3,3113.7,21/3/2018
El Kensera,94.0,216.4,203.5,21/3/2019
El Kensera,97.5,216.4,211.0,21/3/2018
Bin El Ouidane,67.0,1215.5,814.8,21/3/2019
Bin El Ouidane,49.6,1215.5,602.5,21/3/2018
Al Hanssali,59.2,668.2,395.7,21/3/2019
Al Hanssali,96.6,668.2,645.2,21/3/2018
Al Massira,25.1,2657.0,666.7,21/3/2019
Al Massira,22.3,2657.0,592.9,21/3/2018
Oued El Makhazine,96.1,672.9,646.9,22/3/2019
Oued El Makhazine,100.0,672.9,672.9,22/3/2018
Hassan II,70.0,392.31,274.77,22/3/2019
Hassan II,35.9,392.31,140.9,22/3/2018
Oued ZA,99.7,94.9,94.6,22/3/2019
Oued ZA,27.8,94.9,26.4,22/3/2018
Mohamed V,45.0,239.5,107.9,22/3/2019
Mohamed V,47.9,239.5,114.7,22/3/2018
Idriss 1er,89.9,1129.6,1015.3,22/3/2019
Idriss 1er,73.0,1129.6,824.1,22/3/2018
Al Wahda,65.3,3522.3,2301.0,22/3/2019
Al Wahda,88.5,3522.3,3118.4,22/3/2018
El Kensera,93.8,216.4,203.0,22/3/2019
El Kensera,96.9,216.4,209.8,22/3/2018
Bin El Ouidane,66.8,1215.5,812.5,22/3/2019
Bin El Ouidane,50.1,1215.5,609.1,22/3/2018
Al Hanssali,59.2,668.2,395.5,22/3/2019
Al Hanssali,96.6,668.2,645.5,22/3/2018
Al Massira,24.9,2657.0,661.7,22/3/2019
Al Massira,22.4,2657.0,596.1,22/3/2018
Oued El Makhazine,96.1,672.9,646.8,23/3/2019
Oued El Makhazine,100.0,672.9,672.9,23/3/2018
Hassan II,70.0,392.31,274.77,23/3/2019
Hassan II,36.2,392.31,142.0,23/3/2018
Oued ZA,99.6,94.9,94.5,23/3/2019
Oued ZA,27.9,94.9,26.4,23/3/2018
Mohamed V,43.9,239.5,105.2,23/3/2019
Mohamed V,48.7,239.5,116.6,23/3/2018
Idriss 1er,89.8,1129.6,1014.8,23/3/2019
Idriss 1er,73.4,1129.6,828.9,23/3/2018
Al Wahda,65.2,3522.3,2298.2,23/3/2019
Al Wahda,88.4,3522.3,3114.9,23/3/2018
El Kensera,93.4,216.4,202.2,23/3/2019
El Kensera,96.1,216.4,207.9,23/3/2018
Bin El Ouidane,66.7,1215.5,810.5,23/3/2019
Bin El Ouidane,50.6,1215.5,614.9,23/3/2018
Al Hanssali,58.9,668.2,393.8,23/3/2019
Al Hanssali,97.0,668.2,647.8,23/3/2018
Al Massira,24.8,2657.0,658.9,23/3/2019
Al Massira,22.5,2657.0,597.6,23/3/2018
Oued El Makhazine,96.0,672.9,646.1,24/3/2019
Oued El Makhazine,100.0,672.9,672.9,24/3/2018
Hassan II,70.0,392.31,274.77,24/3/2019
Hassan II,36.4,392.31,142.8,24/3/2018
Oued ZA,99.6,94.9,94.5,24/3/2019
Oued ZA,27.9,94.9,26.5,24/3/2018
Mohamed V,42.8,239.5,102.5,24/3/2019
Mohamed V,48.2,239.5,115.5,24/3/2018
Idriss 1er,89.9,1129.6,1015.3,24/3/2019
Idriss 1er,73.9,1129.6,835.2,24/3/2018
Al Wahda,65.2,3522.3,2295.3,24/3/2019
Al Wahda,88.1,3522.3,3103.4,24/3/2018
El Kensera,93.2,216.4,201.7,24/3/2019
El Kensera,95.1,216.4,205.7,24/3/2018
Bin El Ouidane,66.6,1215.5,809.1,24/3/2019
Bin El Ouidane,51.0,1215.5,620.1,24/3/2018
Al Hanssali,59.0,668.2,394.2,24/3/2019
Al Hanssali,97.0,668.2,648.3,24/3/2018
Al Massira,24.6,2657.0,654.0,24/3/2019
Al Massira,22.6,2657.0,601.3,24/3/2018
Oued El Makhazine,96.0,672.9,645.8,25/3/2019
Oued El Makhazine,100.0,672.9,672.9,25/3/2018
Hassan II,70.0,392.31,274.77,25/3/2019
Hassan II,36.4,392.31,142.8,25/3/2018
Oued ZA,99.6,94.9,94.5,25/3/2019
Oued ZA,27.9,94.9,26.5,25/3/2018
Mohamed V,42.2,239.5,101.1,25/3/2019
Mohamed V,48.7,239.5,116.6,25/3/2018
Idriss 1er,89.9,1129.6,1015.8,25/3/2019
Idriss 1er,74.7,1129.6,843.5,25/3/2018
Al Wahda,65.1,3522.3,2292.5,25/3/2019
Al Wahda,88.1,3522.3,3102.2,25/3/2018
El Kensera,92.7,216.4,200.6,25/3/2019
El Kensera,94.3,216.4,204.1,25/3/2018
Bin El Ouidane,66.5,1215.5,807.7,25/3/2019
Bin El Ouidane,51.4,1215.5,624.8,25/3/2018
Al Hanssali,59.1,668.2,395.1,25/3/2019
Al Hanssali,97.4,668.2,651.0,25/3/2018
Al Massira,24.4,2657.0,648.5,25/3/2019
Al Massira,22.8,2657.0,606.6,25/3/2018
Oued El Makhazine,95.9,672.9,645.4,26/3/2019
Oued El Makhazine,100.0,672.9,672.9,26/3/2018
Hassan II,70.0,392.31,274.77,26/3/2019
Hassan II,36.8,392.31,144.6,26/3/2018
Oued ZA,99.6,94.9,94.5,26/3/2019
Oued ZA,27.9,94.9,26.5,26/3/2018
Mohamed V,41.3,239.5,99.0,26/3/2019
Mohamed V,49.2,239.5,117.9,26/3/2018
Idriss 1er,89.8,1129.6,1014.8,26/3/2019
Idriss 1er,75.5,1129.6,853.3,26/3/2018
Al Wahda,65.0,3522.3,2289.6,26/3/2019
Al Wahda,88.3,3522.3,3109.1,26/3/2018
El Kensera,92.2,216.4,199.5,26/3/2019
El Kensera,93.9,216.4,203.2,26/3/2018
Bin El Ouidane,66.3,1215.5,806.3,26/3/2019
Bin El Ouidane,51.8,1215.5,629.1,26/3/2018
Al Hanssali,59.2,668.2,395.8,26/3/2019
Al Hanssali,97.8,668.2,653.3,26/3/2018
Al Massira,24.3,2657.0,645.2,26/3/2019
Al Massira,22.9,2657.0,608.7,26/3/2018
Oued El Makhazine,95.8,672.9,644.7,27/3/2019
Oued El Makhazine,100.0,672.9,672.9,27/3/2018
Hassan II,70.0,392.3,274.8,27/3/2019
Hassan II,0.3,392.3,1.1,27/3/2018
Oued ZA,99.7,94.9,94.6,27/3/2019
Oued ZA,100.0,94.9,94.9,27/3/2018
Mohamed V,40.1,239.5,96.1,27/3/2019
Mohamed V,2.3,239.5,5.5,27/3/2018
Idriss 1er,89.8,1129.6,1014.8,27/3/2019
Idriss 1er,5.1,1129.6,58.1,27/3/2018
Al Wahda,64.9,3522.25,2286.77,27/3/2019
